MatchID,TEAMID,COUNTRY,SEASON,MATCHDATE,TEAMID,TEAMAVG,TEAMMAX,TEAMMIN
3314,1729,1729, u'2012/2013', u'2012-12-02 00:00:00',9850,27,31,22
3314,1729,1729, u'2012/2013', u'2012-12-02 00:00:00',8472,26,31,22
3315,1729,1729, u'2012/2013', u'2012-12-01 00:00:00',10172,28,35,23
3315,1729,1729, u'2012/2013', u'2012-12-01 00:00:00',10252,24,28,21
3316,1729,1729, u'2012/2013', u'2012-12-01 00:00:00',9798,27,34,21
3316,1729,1729, u'2012/2013', u'2012-12-01 00:00:00',10260,28,34,22
3317,1729,1729, u'2012/2013', u'2012-12-01 00:00:00',8659,29,33,25
3317,1729,1729, u'2012/2013', u'2012-12-01 00:00:00',10194,27,31,23
3318,1729,1729, u'2012/2013', u'2012-12-01 00:00:00',8654,28,37,23
3318,1729,1729, u'2012/2013', u'2012-12-01 00:00:00',8455,26,31,21
3319,1729,1729, u'2012/2013', u'2012-12-08 00:00:00',9825,25,30,19
3319,1729,1729, u'2012/2013', u'2012-12-08 00:00:00',8659,29,33,25
3320,1729,1729, u'2012/2013', u'2012-12-08 00:00:00',10252,24,28,21
3320,1729,1729, u'2012/2013', u'2012-12-08 00:00:00',10194,27,31,23
3321,1729,1729, u'2012/2013', u'2012-12-09 00:00:00',8668,28,35,24
3321,1729,1729, u'2012/2013', u'2012-12-09 00:00:00',8586,26,35,20
3322,1729,1729, u'2012/2013', u'2012-12-10 00:00:00',9879,31,40,21
3322,1729,1729, u'2012/2013', u'2012-12-10 00:00:00',10261,26,30,21
3323,1729,1729, u'2012/2013', u'2012-12-09 00:00:00',8456,26,31,19
3323,1729,1729, u'2012/2013', u'2012-12-09 00:00:00',10260,27,34,22
3324,1729,1729, u'2012/2013', u'2012-12-08 00:00:00',8466,25,36,17
3324,1729,1729, u'2012/2013', u'2012-12-08 00:00:00',9798,27,34,21
3325,1729,1729, u'2012/2013', u'2012-12-08 00:00:00',8472,26,31,19
3325,1729,1729, u'2012/2013', u'2012-12-08 00:00:00',8455,26,31,21
3326,1729,1729, u'2012/2013', u'2012-12-08 00:00:00',10003,26,34,19
3326,1729,1729, u'2012/2013', u'2012-12-08 00:00:00',9850,27,31,24
3327,1729,1729, u'2012/2013', u'2012-12-09 00:00:00',8654,28,37,24
3327,1729,1729, u'2012/2013', u'2012-12-09 00:00:00',8650,26,32,18
3328,1729,1729, u'2012/2013', u'2012-12-08 00:00:00',8528,27,33,22
3328,1729,1729, u'2012/2013', u'2012-12-08 00:00:00',10172,29,35,23
3329,1729,1729, u'2012/2013', u'2013-01-16 00:00:00',8455,26,34,21
3329,1729,1729, u'2012/2013', u'2013-01-16 00:00:00',8466,25,32,17
3330,1729,1729, u'2012/2013', u'2012-12-15 00:00:00',8650,26,32,18
3330,1729,1729, u'2012/2013', u'2012-12-15 00:00:00',10252,23,28,21
3331,1729,1729, u'2012/2013', u'2012-12-15 00:00:00',10260,27,34,20
3331,1729,1729, u'2012/2013', u'2012-12-15 00:00:00',8472,27,31,23
3332,1729,1729, u'2012/2013', u'2012-12-15 00:00:00',10261,26,30,21
3332,1729,1729, u'2012/2013', u'2012-12-15 00:00:00',8456,26,31,19
3333,1729,1729, u'2012/2013', u'2012-12-15 00:00:00',9850,27,31,24
3333,1729,1729, u'2012/2013', u'2012-12-15 00:00:00',8528,28,33,22
3334,1729,1729, u'2012/2013', u'2012-12-15 00:00:00',10172,28,35,23
3334,1729,1729, u'2012/2013', u'2012-12-15 00:00:00',9879,31,40,27
3335,1729,1729, u'2012/2013', u'2012-12-17 00:00:00',9798,29,31,23
3335,1729,1729, u'2012/2013', u'2012-12-17 00:00:00',9825,25,30,19
3336,1729,1729, u'2012/2013', u'2012-12-15 00:00:00',10194,27,31,24
3336,1729,1729, u'2012/2013', u'2012-12-15 00:00:00',8668,28,35,24
3337,1729,1729, u'2012/2013', u'2012-12-16 00:00:00',8586,27,35,22
3337,1729,1729, u'2012/2013', u'2012-12-16 00:00:00',10003,26,34,19
3338,1729,1729, u'2012/2013', u'2012-12-16 00:00:00',8659,28,33,25
3338,1729,1729, u'2012/2013', u'2012-12-16 00:00:00',8654,29,37,24
3339,1729,1729, u'2012/2013', u'2012-12-23 00:00:00',8455,27,34,21
3339,1729,1729, u'2012/2013', u'2012-12-23 00:00:00',10252,23,28,21
3340,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',8650,26,32,19
3340,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',9879,31,40,21
3341,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',8456,26,31,18
3341,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',9798,28,35,23
3342,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',10261,26,30,21
3342,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',10172,28,35,22
3343,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',8466,25,36,17
3343,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',8472,26,31,22
3344,1729,1729, u'2012/2013', u'2012-12-23 00:00:00',10003,26,30,19
3344,1729,1729, u'2012/2013', u'2012-12-23 00:00:00',10260,27,31,20
3345,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',8586,25,30,20
3345,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',10194,27,31,24
3346,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',8659,28,33,19
3346,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',9850,27,30,24
3347,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',8654,28,37,23
3347,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',8668,30,35,24
3348,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',8528,28,33,22
3348,1729,1729, u'2012/2013', u'2012-12-22 00:00:00',9825,25,30,19
3349,1729,1729, u'2012/2013', u'2013-01-23 00:00:00',9825,25,29,21
3349,1729,1729, u'2012/2013', u'2013-01-23 00:00:00',8654,28,37,23
3350,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',10252,24,28,21
3350,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',8586,26,35,22
3351,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',8668,30,35,24
3351,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',8528,28,33,22
3352,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',9879,29,40,21
3352,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',8466,25,36,17
3353,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',10260,29,39,22
3353,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',10261,25,30,19
3354,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',9850,27,31,24
3354,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',8455,26,32,21
3355,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',10172,27,34,22
3355,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',8659,28,33,19
3356,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',9798,27,35,23
3356,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',10003,26,30,19
3357,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',10194,27,31,24
3357,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',8650,26,32,19
3358,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',8472,26,31,22
3358,1729,1729, u'2012/2013', u'2012-12-26 00:00:00',8456,26,31,19
3359,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',10252,25,36,21
3359,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',8668,29,35,24
3360,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',8455,26,31,21
3360,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',10261,26,30,21
3361,1729,1729, u'2012/2013', u'2012-08-26 00:00:00',8650,25,32,17
3361,1729,1729, u'2012/2013', u'2012-08-26 00:00:00',8456,27,31,22
3362,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',10260,26,31,21
3362,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',9879,29,39,21
3363,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',9850,26,31,24
3363,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',10172,27,33,22
3364,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',8466,27,35,21
3364,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',8528,28,32,21
3365,1729,1729, u'2012/2013', u'2012-08-26 00:00:00',10194,27,31,24
3365,1729,1729, u'2012/2013', u'2012-08-26 00:00:00',9825,25,30,20
3366,1729,1729, u'2012/2013', u'2012-12-11 00:00:00',8472,26,31,22
3366,1729,1729, u'2012/2013', u'2012-12-11 00:00:00',9798,27,31,23
3367,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',10003,26,29,23
3367,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',8654,28,37,23
3368,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',8586,27,41,22
3368,1729,1729, u'2012/2013', u'2012-08-25 00:00:00',8659,28,32,25
3369,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',9825,25,30,19
3369,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',10261,25,30,19
3370,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',10252,24,28,21
3370,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',8528,28,33,22
3371,1729,1729, u'2012/2013', u'2012-12-30 00:00:00',8668,29,35,24
3371,1729,1729, u'2012/2013', u'2012-12-30 00:00:00',8455,27,34,21
3372,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',9879,28,35,19
3372,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',10003,28,34,25
3373,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',10260,26,31,22
3373,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',8659,27,33,19
3374,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',9850,27,30,24
3374,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',8456,26,31,19
3375,1729,1729, u'2012/2013', u'2012-12-30 00:00:00',10172,28,35,23
3375,1729,1729, u'2012/2013', u'2012-12-30 00:00:00',8650,26,32,18
3376,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',9798,27,35,23
3376,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',8654,28,37,23
3377,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',10194,28,33,24
3377,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',8466,26,36,17
3378,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',8472,26,31,23
3378,1729,1729, u'2012/2013', u'2012-12-29 00:00:00',8586,25,30,21
3379,1729,1729, u'2012/2013', u'2013-01-02 00:00:00',8455,26,34,21
3379,1729,1729, u'2012/2013', u'2013-01-02 00:00:00',10172,28,35,22
3380,1729,1729, u'2012/2013', u'2013-01-02 00:00:00',8650,26,32,18
3380,1729,1729, u'2012/2013', u'2013-01-02 00:00:00',8472,26,31,22
3381,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',8456,27,31,24
3381,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',10194,27,29,24
3382,1729,1729, u'2012/2013', u'2013-01-02 00:00:00',10261,26,31,22
3382,1729,1729, u'2012/2013', u'2013-01-02 00:00:00',8668,30,35,25
3383,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',8466,26,32,17
3383,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',9825,25,30,19
3384,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',10003,27,30,19
3384,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',10252,23,28,21
3385,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',8586,25,30,22
3385,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',9798,27,35,23
3386,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',8659,28,33,19
3386,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',9879,28,35,21
3387,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',8654,27,37,23
3387,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',9850,25,30,19
3388,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',8528,28,33,22
3388,1729,1729, u'2012/2013', u'2013-01-01 00:00:00',10260,28,39,22
3389,1729,1729, u'2012/2013', u'2013-01-13 00:00:00',9825,25,29,19
3389,1729,1729, u'2012/2013', u'2013-01-13 00:00:00',8456,26,31,19
3390,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',10252,24,28,21
3390,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',8466,25,32,17
3391,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',8668,29,36,24
3391,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',10003,26,30,19
3392,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',9879,31,40,21
3392,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',8528,28,33,22
3393,1729,1729, u'2012/2013', u'2013-01-13 00:00:00',10260,27,34,22
3393,1729,1729, u'2012/2013', u'2013-01-13 00:00:00',8650,26,32,18
3394,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',9850,27,30,24
3394,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',10261,26,30,22
3395,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',10172,29,35,22
3395,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',8586,25,30,22
3396,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',9798,27,35,23
3396,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',8659,27,33,19
3397,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',10194,27,31,24
3397,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',8455,27,34,22
3398,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',8472,27,31,23
3398,1729,1729, u'2012/2013', u'2013-01-12 00:00:00',8654,28,37,18
3399,1729,1729, u'2012/2013', u'2013-01-20 00:00:00',8455,27,34,21
3399,1729,1729, u'2012/2013', u'2013-01-20 00:00:00',9825,25,29,21
3400,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',8650,27,35,19
3400,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',9850,26,31,22
3401,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',8456,26,31,19
3401,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',9879,31,40,26
3402,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',10261,27,31,22
3402,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',9798,28,35,24
3403,1729,1729, u'2012/2013', u'2013-01-21 00:00:00',8466,25,32,17
3403,1729,1729, u'2012/2013', u'2013-01-21 00:00:00',8668,29,36,24
3404,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',10003,27,33,19
3404,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',10194,28,31,24
3405,1729,1729, u'2012/2013', u'2013-01-20 00:00:00',8586,26,32,21
3405,1729,1729, u'2012/2013', u'2013-01-20 00:00:00',10260,26,34,20
3406,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',8659,27,33,19
3406,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',10252,24,28,21
3407,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',8654,28,37,23
3407,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',10172,29,35,22
3408,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',8528,28,33,22
3408,1729,1729, u'2012/2013', u'2013-01-19 00:00:00',8472,27,31,22
3409,1729,1729, u'2012/2013', u'2013-01-30 00:00:00',9825,25,29,21
3409,1729,1729, u'2012/2013', u'2013-01-30 00:00:00',8650,27,35,19
3410,1729,1729, u'2012/2013', u'2013-01-29 00:00:00',10252,24,29,21
3410,1729,1729, u'2012/2013', u'2013-01-29 00:00:00',10261,26,31,22
3411,1729,1729, u'2012/2013', u'2013-01-30 00:00:00',10260,26,31,20
3411,1729,1729, u'2012/2013', u'2013-01-30 00:00:00',8466,25,32,21
3412,1729,1729, u'2012/2013', u'2013-01-30 00:00:00',9850,27,31,24
3412,1729,1729, u'2012/2013', u'2013-01-30 00:00:00',8586,27,32,22
3413,1729,1729, u'2012/2013', u'2013-01-29 00:00:00',10172,28,35,22
3413,1729,1729, u'2012/2013', u'2013-01-29 00:00:00',8456,27,31,24
3414,1729,1729, u'2012/2013', u'2013-01-30 00:00:00',9798,28,35,23
3414,1729,1729, u'2012/2013', u'2013-01-30 00:00:00',8455,27,34,21
3415,1729,1729, u'2012/2013', u'2013-01-29 00:00:00',10194,28,32,24
3415,1729,1729, u'2012/2013', u'2013-01-29 00:00:00',8528,27,33,20
3416,1729,1729, u'2012/2013', u'2013-01-29 00:00:00',8472,27,31,22
3416,1729,1729, u'2012/2013', u'2013-01-29 00:00:00',10003,27,34,19
3417,1729,1729, u'2012/2013', u'2013-01-30 00:00:00',8668,30,36,24
3417,1729,1729, u'2012/2013', u'2013-01-30 00:00:00',8659,27,33,19
3418,1729,1729, u'2012/2013', u'2013-01-30 00:00:00',9879,31,40,27
3418,1729,1729, u'2012/2013', u'2013-01-30 00:00:00',8654,28,37,23
3419,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',9825,25,30,19
3419,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',10194,27,32,24
3420,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',8668,29,35,24
3420,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',10252,24,28,21
3421,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',9879,31,40,26
3421,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',10260,27,34,22
3422,1729,1729, u'2012/2013', u'2013-02-03 00:00:00',8456,26,31,19
3422,1729,1729, u'2012/2013', u'2013-02-03 00:00:00',8650,28,35,22
3423,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',10261,26,31,22
3423,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',8455,28,34,21
3424,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',10172,28,35,21
3424,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',9850,27,31,24
3425,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',9798,28,35,21
3425,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',8472,27,31,22
3426,1729,1729, u'2012/2013', u'2013-02-03 00:00:00',8659,27,33,19
3426,1729,1729, u'2012/2013', u'2013-02-03 00:00:00',8586,27,32,22
3427,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',8654,27,37,23
3427,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',10003,27,34,19
3428,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',8528,28,32,22
3428,1729,1729, u'2012/2013', u'2013-02-02 00:00:00',8466,25,32,17
3429,1729,1729, u'2012/2013', u'2013-02-10 00:00:00',10252,23,28,21
3429,1729,1729, u'2012/2013', u'2013-02-10 00:00:00',8654,28,37,23
3430,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',8455,27,34,21
3430,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',8528,28,32,22
3431,1729,1729, u'2012/2013', u'2013-02-11 00:00:00',8650,27,35,20
3431,1729,1729, u'2012/2013', u'2013-02-11 00:00:00',8659,28,33,25
3432,1729,1729, u'2012/2013', u'2013-02-10 00:00:00',10260,27,39,20
3432,1729,1729, u'2012/2013', u'2013-02-10 00:00:00',8668,29,36,24
3433,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',9850,27,30,24
3433,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',9879,30,40,21
3434,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',8466,26,32,21
3434,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',8456,27,31,24
3435,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',10194,27,32,24
3435,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',9798,28,35,21
3436,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',8472,26,31,22
3436,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',9825,25,30,21
3437,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',10003,26,30,19
3437,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',10172,28,35,21
3438,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',8586,25,32,21
3438,1729,1729, u'2012/2013', u'2013-02-09 00:00:00',10261,26,31,22
3439,1729,1729, u'2012/2013', u'2013-02-23 00:00:00',9825,25,30,21
3439,1729,1729, u'2012/2013', u'2013-02-23 00:00:00',10252,23,28,21
3440,1729,1729, u'2012/2013', u'2013-02-23 00:00:00',9879,31,40,26
3440,1729,1729, u'2012/2013', u'2013-02-23 00:00:00',10194,27,32,24
3441,1729,1729, u'2012/2013', u'2013-02-17 00:00:00',8650,27,35,20
3441,1729,1729, u'2012/2013', u'2013-02-17 00:00:00',10003,26,33,19
3442,1729,1729, u'2012/2013', u'2013-02-24 00:00:00',8456,26,31,19
3442,1729,1729, u'2012/2013', u'2013-02-24 00:00:00',8455,27,34,22
3443,1729,1729, u'2012/2013', u'2013-02-24 00:00:00',10261,26,31,22
3443,1729,1729, u'2012/2013', u'2013-02-24 00:00:00',8466,25,33,17
3444,1729,1729, u'2012/2013', u'2013-02-23 00:00:00',9850,27,31,24
3444,1729,1729, u'2012/2013', u'2013-02-23 00:00:00',8668,29,35,24
3445,1729,1729, u'2012/2013', u'2013-02-23 00:00:00',10172,28,34,21
3445,1729,1729, u'2012/2013', u'2013-02-23 00:00:00',10260,29,39,22
3446,1729,1729, u'2012/2013', u'2013-02-23 00:00:00',9798,27,35,21
3446,1729,1729, u'2012/2013', u'2013-02-23 00:00:00',8528,28,33,22
3447,1729,1729, u'2012/2013', u'2013-02-23 00:00:00',8659,27,33,19
3447,1729,1729, u'2012/2013', u'2013-02-23 00:00:00',8472,26,31,22
3448,1729,1729, u'2012/2013', u'2013-02-25 00:00:00',8654,29,37,24
3448,1729,1729, u'2012/2013', u'2013-02-25 00:00:00',8586,25,32,21
3449,1729,1729, u'2012/2013', u'2013-03-04 00:00:00',10252,23,28,21
3449,1729,1729, u'2012/2013', u'2013-03-04 00:00:00',8456,26,31,19
3450,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',8455,27,34,21
3450,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',8659,28,33,25
3451,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',8668,28,35,24
3451,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',9798,28,35,21
3452,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',10260,27,31,22
3452,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',9850,27,31,24
3453,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',8466,26,33,21
3453,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',10172,28,34,22
3454,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',10194,27,32,24
3454,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',8654,29,37,24
3455,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',8472,26,31,23
3455,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',9879,31,40,26
3456,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',10003,27,34,19
3456,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',10261,26,29,22
3457,1729,1729, u'2012/2013', u'2013-03-03 00:00:00',8586,26,32,22
3457,1729,1729, u'2012/2013', u'2013-03-03 00:00:00',9825,25,30,21
3458,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',8528,28,33,22
3458,1729,1729, u'2012/2013', u'2013-03-02 00:00:00',8650,27,35,20
3459,1729,1729, u'2012/2013', u'2013-04-16 00:00:00',9825,26,31,21
3459,1729,1729, u'2012/2013', u'2013-04-16 00:00:00',8668,27,35,19
3460,1729,1729, u'2012/2013', u'2013-04-17 00:00:00',9879,31,40,26
3460,1729,1729, u'2012/2013', u'2013-04-17 00:00:00',8455,27,34,22
3461,1729,1729, u'2012/2013', u'2013-03-10 00:00:00',8650,28,35,20
3461,1729,1729, u'2012/2013', u'2013-03-10 00:00:00',8586,26,32,22
3462,1729,1729, u'2012/2013', u'2013-04-17 00:00:00',8456,27,32,24
3462,1729,1729, u'2012/2013', u'2013-04-17 00:00:00',8528,28,33,22
3463,1729,1729, u'2012/2013', u'2013-03-10 00:00:00',10261,26,29,22
3463,1729,1729, u'2012/2013', u'2013-03-10 00:00:00',10194,27,32,24
3464,1729,1729, u'2012/2013', u'2013-03-09 00:00:00',9850,27,31,24
3464,1729,1729, u'2012/2013', u'2013-03-09 00:00:00',8466,25,33,17
3465,1729,1729, u'2012/2013', u'2013-03-09 00:00:00',10172,28,34,21
3465,1729,1729, u'2012/2013', u'2013-03-09 00:00:00',8472,26,31,23
3466,1729,1729, u'2012/2013', u'2013-03-09 00:00:00',9798,28,35,21
3466,1729,1729, u'2012/2013', u'2013-03-09 00:00:00',10252,24,28,21
3467,1729,1729, u'2012/2013', u'2013-03-09 00:00:00',8659,27,33,19
3467,1729,1729, u'2012/2013', u'2013-03-09 00:00:00',10003,27,34,19
3468,1729,1729, u'2012/2013', u'2013-04-17 00:00:00',8654,28,38,24
3468,1729,1729, u'2012/2013', u'2013-04-17 00:00:00',10260,27,34,21
3469,1729,1729, u'2012/2013', u'2012-08-22 00:00:00',8455,28,34,21
3469,1729,1729, u'2012/2013', u'2012-08-22 00:00:00',9798,27,35,23
3470,1729,1729, u'2012/2013', u'2012-09-02 00:00:00',8650,25,32,17
3470,1729,1729, u'2012/2013', u'2012-09-02 00:00:00',9825,25,30,19
3471,1729,1729, u'2012/2013', u'2012-09-01 00:00:00',8456,26,30,21
3471,1729,1729, u'2012/2013', u'2012-09-01 00:00:00',10172,29,34,22
3472,1729,1729, u'2012/2013', u'2012-09-02 00:00:00',10261,26,30,21
3472,1729,1729, u'2012/2013', u'2012-09-02 00:00:00',10252,25,28,21
3473,1729,1729, u'2012/2013', u'2012-09-02 00:00:00',8466,26,35,17
3473,1729,1729, u'2012/2013', u'2012-09-02 00:00:00',10260,27,33,21
3474,1729,1729, u'2012/2013', u'2012-09-01 00:00:00',10003,26,29,23
3474,1729,1729, u'2012/2013', u'2012-09-01 00:00:00',8472,26,31,22
3475,1729,1729, u'2012/2013', u'2012-09-01 00:00:00',8586,27,41,22
3475,1729,1729, u'2012/2013', u'2012-09-01 00:00:00',9850,26,31,24
3476,1729,1729, u'2012/2013', u'2012-09-01 00:00:00',8659,28,32,25
3476,1729,1729, u'2012/2013', u'2012-09-01 00:00:00',8668,29,35,24
3477,1729,1729, u'2012/2013', u'2012-09-01 00:00:00',8654,28,37,23
3477,1729,1729, u'2012/2013', u'2012-09-01 00:00:00',9879,31,39,27
3478,1729,1729, u'2012/2013', u'2012-09-01 00:00:00',8528,28,32,21
3478,1729,1729, u'2012/2013', u'2012-09-01 00:00:00',10194,27,31,24
3479,1729,1729, u'2012/2013', u'2013-03-16 00:00:00',10252,24,28,21
3479,1729,1729, u'2012/2013', u'2013-03-16 00:00:00',10172,29,34,21
3480,1729,1729, u'2012/2013', u'2013-03-17 00:00:00',8455,27,34,22
3480,1729,1729, u'2012/2013', u'2013-03-17 00:00:00',8654,28,37,24
3481,1729,1729, u'2012/2013', u'2013-03-16 00:00:00',8668,28,35,24
3481,1729,1729, u'2012/2013', u'2013-03-16 00:00:00',8456,27,32,19
3482,1729,1729, u'2012/2013', u'2013-03-16 00:00:00',10260,27,39,22
3482,1729,1729, u'2012/2013', u'2013-03-16 00:00:00',9798,28,32,23
3483,1729,1729, u'2012/2013', u'2013-03-16 00:00:00',8466,25,33,17
